ID_ATIV_ECON_ESTABELECIMENTO,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA
313776,5611201.0,24-08-2021,NÃO,"Rua DAS CLARINETAS, 65, CONJUNTO CALIFORNIA I, Belo Horizonte, MG, Brasil",MATEUS DE OLIVEIRA SILVA 13992342697,ESPETINHO E ACAI DO PAI
311281,5611201.0,06-08-2021,NÃO,"Avenida ANTONIO HENRIQUE ALVES, 551, CAICARA ADELAIDE, Belo Horizonte, MG, Brasil",MARCIA MARIA DE FREITAS 02681696674,CANTINHO DA PRODUCAO
312852,5611201.0,18-08-2021,NÃO,"Rua DOUTOR CRISTIANO REZENDE, 65, BAIRRO NOVO DAS INDUSTRIAS, Belo Horizonte, MG, Brasil",LUCIO MAURILIO 03093396697,RESTAURANTE E PIZZARIA MOURAO
313178,5611201.0,20-08-2021,SIM,"Rua MATO GROSSO, 631, BARRO PRETO, Belo Horizonte, MG, Brasil",RESTAURANTE FAMILIA FERNANDES LTDA,RESTAURANTE COZINHA DO SABOR
310666,5611201.0,03-08-2021,NÃO,"Rua THEODORO BONFIM, 140, TAQUARIL, Belo Horizonte, MG, Brasil",RAFAEL DE PAULA OLIVEIRA 07514064656,Estabelecimento sem nome
310983,5611201.0,05-08-2021,NÃO,"Rua MARIA BORBOLETA, 1057, MANTIQUEIRA, Belo Horizonte, MG, Brasil",JEAN FELIPE FERREIRA LACERDA 09872991669,PONTO CERTO ESTRELA
311300,5611201.0,06-08-2021,NÃO,"Avenida DOM PEDRO II, 2573, CARLOS PRATES, Belo Horizonte, MG, Brasil",MARCIO GOMES ASSIS 04214001613,M.D.E - ALIMENTACAO
311609,5611201.0,10-08-2021,NÃO,"Rua JONAS LINS DE OLIVEIRA, 96, DONA CLARA, Belo Horizonte, MG, Brasil",41.428.545 GLAUCIENE REGINA ALVES FERREIRA,Estabelecimento sem nome
313203,5611201.0,20-08-2021,SIM,"Avenida CRISTOVAO COLOMBO, 282, SAVASSI, Belo Horizonte, MG, Brasil",SAVA COMERCIAL LTDA,SAVA PUB
314106,5611201.0,26-08-2021,NÃO,"Avenida AMINTAS JACQUES DE MORAES, 1150, COQUEIROS, Belo Horizonte, MG, Brasil",LUCILENE MARIA ISAIAS 07493577625,LU LANCHES
314409,5611201.0,28-08-2021,NÃO,"Rua JOAO DE DEUS MATOS, 12, IPIRANGA, Belo Horizonte, MG, Brasil",MARCIA DUARTE GARCIA 03622802901,RESTAURANTE EUROVILE
310364,5611201.0,02-08-2021,SIM,"Rua DIABASE, 200, PRADO, Belo Horizonte, MG, Brasil",CLUBE DE VARIEDADES RESTAURANTE E LANCHONETE LTDA,RESTAURANTE VARIEDADES
310375,5611201.0,02-08-2021,SIM,"Rua ALBERTO CINTRA, 32, UNIAO, Belo Horizonte, MG, Brasil",DB CIDADE NOVA LTDA,DB CIDADE NOVA
310687,5611201.0,03-08-2021,NÃO,"Rua PIAUI, 1594, FUNCIONARIOS, Belo Horizonte, MG, Brasil",RODRIGO FIGUEIREDO BAEZA 03714359605,SUSHIMEIYO
311005,5611201.0,05-08-2021,NÃO,"Rua EXPEDICIONARIO PAULO DE SOUZA, 180, URCA, Belo Horizonte, MG, Brasil",BAR DO AILTON LTDA,Estabelecimento sem nome
311939,5611201.0,11-08-2021,SIM,"Rua JUDITH BINATTI, 53, LIBERDADE, Belo Horizonte, MG, Brasil",RESTAURANTE TEMPO LIVRE LTDA,PEDRO HENRIQUE DURAES DE SOUZA
312274,5611201.0,13-08-2021,NÃO,"Rua BENJAMIM QUADROS, 266, PARAISO, Belo Horizonte, MG, Brasil",RAPHAEL JUNIO ANTUNES DE OLIVEIRA 08558169616,CIA DO SUSHI BH
312890,5611201.0,18-08-2021,NÃO,"Rua ESTELA BORGES NORATO, 301, BAIRRO DAS INDUSTRIAS I, Belo Horizonte, MG, Brasil",EDIR APARECIDA SILVA DOS SANTOS 94263663691,Estabelecimento sem nome
313533,5611201.0,23-08-2021,NÃO,"Rua FELIPE DE MELO, 47, UNIAO, Belo Horizonte, MG, Brasil",SANDRA LUCIA MAGALHAES CAMPOS 73226238604,MASSAS E SABORES GOURMETS
313826,5611201.0,25-08-2021,NÃO,"Rua SERENATA, 116, SANTANA DO CAFEZAL, Belo Horizonte, MG, Brasil",ELAINE GOMES DA SILVA 99070227649,UAI PIZZA
311655,5611201.0,10-08-2021,SIM,"Rua PIUM I, 685, ANCHIETA, Belo Horizonte, MG, Brasil","MS BAR, RESTAURANTE E DISTRIBUIDORA LTDA",Estabelecimento sem nome
311968,5611201.0,12-08-2021,NÃO,"Rua DOUTOR ALEXANDRE DRUMOND, 117, INDEPENDENCIA, Belo Horizonte, MG, Brasil",WELBERT BARBOSA DE LIMA 10789381648,NOSTALGICOS BURGUER
312282,5611201.0,13-08-2021,SIM,"Avenida PORTUGAL, 2138, JARDIM ATLANTICO, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE CACHOEIRINHA LTDA.,ILHA DO CAMALEAO
312296,5611201.0,13-08-2021,NÃO,"Rua JUVENTUDE, 368, CEU AZUL, Belo Horizonte, MG, Brasil",REGIANE CRISTINA GONCALVES RODRIGUES MEDEIROS 09314670635,BURGUER LANCHES
313236,5611201.0,20-08-2021,NÃO,"Rua DAS CANOAS, 220, BETANIA, Belo Horizonte, MG, Brasil",UIARA LOBATO MACEDO 12017686670,UIARA LOBATO MACEDO
314750,5611201.0,31-08-2021,NÃO,"Rua RIO CLARO, 180, PRADO, Belo Horizonte, MG, Brasil",KEITY PEREIRA SANTOS 09313080621,KEITY SANTOS
314760,5611201.0,31-08-2021,NÃO,"Rua CARLOS ESTEVAO, 112, TUPI A, Belo Horizonte, MG, Brasil",HENRIQUE DE OLIVEIRA VIAL 10806936614,LOUCOS POR LANCHES
314957,5611201.0,01-09-2021,NÃO,"Beco J, 50, VILA FORMOSA, Belo Horizonte, MG, Brasil",JOSE ANTONIO RODRIGUES DE MELO MOREIRA DA SILVA 92725040663,PIZZAS & LINGUICAS & FRANGOS DA ROCA
314966,5611201.0,01-09-2021,SIM,"Rua ARAUJO VIANA, 101, SALGADO FILHO, Belo Horizonte, MG, Brasil",ZUCHK ALIMENTOS DELIVERY LTDA,ZUCHK DELIVERY
311356,5611201.0,07-08-2021,NÃO,"Rua SILVA XAVIER, 123, JARDIM LEBLON, Belo Horizonte, MG, Brasil",BRUNO ALVES DE OLIVEIRA 12603248693,CANTINA DO BRUNIM
311978,5611201.0,12-08-2021,NÃO,"Rua SOARES DE ARAUJO, 23, SANTA CRUZ, Belo Horizonte, MG, Brasil",ANDREA LUIZA LANNA 63231387604,STUDY LA FIESTA BUFFET
312301,5611201.0,13-08-2021,NÃO,"Rua EDIVALDO JARDIM, 247, JARDIM DOS COMERCIARIOS, Belo Horizonte, MG, Brasil",MARCO ANTONIO FERREIRA MONTEIRO 11425729606,DISTRIBUIDORA JR
312309,5611201.0,13-08-2021,NÃO,"Beco DOZE DE OUTUBRO, 12, VILA SANTA MONICA, Belo Horizonte, MG, Brasil",43.123.885 PRISCIELLY RODRIGUES ALMEIDA DA SILVA,DO BECO
312312,5611201.0,13-08-2021,NÃO,"Rua TEIXEIRA MAGALHAES, 33, FLORESTA, Belo Horizonte, MG, Brasil",CIBELE FINKENAUER ALCANTARA LIMA 07609541605,365 BURGUER
312620,5611201.0,11-04-2024,SIM,"Rua ANTONIO ALEIXO, 20, LOURDES, Belo Horizonte, MG, Brasil",OR3 HOTEL E TURISMO BH LTDA.,Estabelecimento sem nome
312931,5611201.0,18-08-2021,NÃO,"Rua EMBAIXADOR AFRANIO DE MELO FRANCO, 133, VILA AEROPORTO JARAGUA, Belo Horizonte, MG, Brasil",MATEUS DIAS MIGUEL 12391375670,MM LANCHES
313253,5611201.0,27-03-2025,SIM,"Rua ERE, 206, PRADO, Belo Horizonte, MG, Brasil",RESTAURANTE E LANCHONETE SABOR DO PRADO LTDA,Estabelecimento sem nome
311379,5611201.0,08-08-2021,NÃO,"Avenida DO CONTORNO, 2107, SANTA TEREZA, Belo Horizonte, MG, Brasil",43.034.789 JUARY PEREIRA MOREIRA,RESTAURANTE DONA DIKA
312650,5611201.0,17-08-2021,NÃO,"Rua ARTUR DE SA, 380, UNIAO, Belo Horizonte, MG, Brasil",LUZIA FERREIRA DE SOUZA 01862609543,SABORES NOSSO
313272,5611201.0,20-08-2021,NÃO,"Rua ANTONIO CARLOS GUIMARAES, 35, MINASCAIXA, Belo Horizonte, MG, Brasil",ROMILDA FERREIRA DE OLIVEIRA 02601432608,TEMPEROS E SABORES DA TIA RO
314990,5611201.0,01-09-2021,SIM,"Avenida OTACILIO NEGRAO DE LIMA, 2870, SAO LUIZ, Belo Horizonte, MG, Brasil",ELEVE ROOFTOP LTDA,Estabelecimento sem nome
313910,5611201.0,25-08-2021,NÃO,"Avenida DO CONTORNO, 4747, SERRA, Belo Horizonte, MG, Brasil",WAGNER AUGUSTO DE OLIVEIRA 04545423647,BETIM GRILL RESTAURANTE E CHURRASCARIA
313911,5611201.0,25-08-2021,NÃO,"Rua PINHAL, 371, PIRATININGA, Belo Horizonte, MG, Brasil",RAYAN MILLER GOMES MORAIS 14065394651,KING KONG BURGUER
313922,5611201.0,25-08-2021,NÃO,"Rua ANTONIO DE ALMEIDA JUNIOR, 396, DIAMANTE, Belo Horizonte, MG, Brasil",JANAINA JESSICA DA SILVA 10219630623,THU THU DOCES
314499,5611201.0,30-08-2021,SIM,"Avenida OTACILIO NEGRAO DE LIMA, 4288, BANDEIRANTES, Belo Horizonte, MG, Brasil",RESTAURANTE CLUBE BH LTDA,Estabelecimento sem nome
314505,5611201.0,30-08-2021,SIM,"Rua MAJOR LOPES, 376, SAO PEDRO, Belo Horizonte, MG, Brasil",ANDRADE ALIMENTACAO LTDA,PROJETO SABOR DELIVERY
310148,5611201.0,29-07-2021,NÃO,"Rua BAVIERA, 102, CACHOEIRINHA, Belo Horizonte, MG, Brasil",CAROLINA MARQUES ARAUJO 09217498645,FAVORETTO
311105,5611201.0,05-08-2021,NÃO,"Rua MANGABEIRA, 486, SANTO ANTONIO, Belo Horizonte, MG, Brasil",43.008.503 MARIA SOLANGE MOREIRA DA SILVA,MARIA SOLANGE DA SILVA ALBERTO
311732,5611201.0,10-08-2021,SIM,"Avenida OLEGARIO MACIEL, 95, CENTRO, Belo Horizonte, MG, Brasil",DEIDE NUNES DA SILVA 89111826720,LANCHONETE FARIA NUNES - ESPETINHO&CHOPE
312375,5611201.0,15-08-2021,NÃO,"Rua MORRO DE SAO PAULO, 150, SANTA CRUZ, Belo Horizonte, MG, Brasil",43.130.320 RENAN OLIVEIRA DE JESUS,RENAN OLIVEIRA DE JESUS
312991,5611201.0,19-08-2021,SIM,"Avenida ITAITE, 529, SAO GERALDO, Belo Horizonte, MG, Brasil",MZ ALIMENTOS LTDA,SUBWAY SAO GERALDO
71557,5611201.0,09-11-2012,NÃO,"Avenida SINFRONIO BROCHADO, 1170, BARREIRO, Belo Horizonte, MG, Brasil",17.145.143 ALDA APARECIDA MARTINS DOS REIS HESSE,Estabelecimento sem nome
71559,5611201.0,09-11-2012,NÃO,"Rua DOUTOR JOAO MIRANDA, 164, DONA CLARA, Belo Horizonte, MG, Brasil",MONIKE SAMPAIO ANUNZZI CAIXETA,SABOR DO RANGO
70799,5611201.0,11-10-2012,NÃO,"Rua CASTELO SANTAREM, 430, CASTELO, Belo Horizonte, MG, Brasil",SERGIO PRESTACAO DE SERVICOS LTDA,PURA ALEGRIA CLUB BAR
71391,5611201.0,05-11-2012,NÃO,"Rua JOSE ISIDORO MIRANDA, 132, MARIA GORETTI, Belo Horizonte, MG, Brasil",PEPCO RESTAURANTE E LANCHONETE LTDA,PEPCO
70835,5611201.0,15-10-2012,NÃO,"Rua TORDO, 103, GOIANIA, Belo Horizonte, MG, Brasil",VANDA MARIA DA SILVA CPF 72105488668,Estabelecimento sem nome
300167,5611201.0,17-05-2021,NÃO,"Rua AGUAS VERMELHAS, 88, MINASLANDIA, Belo Horizonte, MG, Brasil",DORVALINA CAMILO DE SOUZA 63841649653,CANTINA DA NINA
300461,5611201.0,18-05-2021,SIM,"Rua PIAUI, 1880, SAVASSI, Belo Horizonte, MG, Brasil",SOCIEDADE COMERCIAL IRMAOS PIRES LTDA,BAIUCA DELIVERY
300478,5611201.0,18-05-2021,NÃO,"Rua MAESTRO LOBO DE MESQUITA, 132, TUPI B, Belo Horizonte, MG, Brasil",MARIA REGINA DE ALMEIDA 76041263672,ZE DOG
300791,5611201.0,20-05-2021,NÃO,"Rua SAO TEOFILO, 202, PAULO VI, Belo Horizonte, MG, Brasil",JEFFERSON SANTANA BALEEIRO 01892875608,AIOLIBURGER
300798,5611201.0,20-05-2021,NÃO,"Rua JOAQUIM ARISTOTELES DE OLIVEIRA, 12, LETICIA, Belo Horizonte, MG, Brasil",MARCELO AUGUSTO DA SILVA 02048467652,VILA MINEIRA
301116,5611201.0,24-05-2021,NÃO,"Rua MANOEL PEDRO MIRANDA, 105, MARIA GORETTI, Belo Horizonte, MG, Brasil",PEDRO PAULO BEDENDO 11264675615,VICTAL DELIVERY
302062,5611201.0,31-05-2021,NÃO,"Avenida SINFRONIO BROCHADO, 206, BARREIRO, Belo Horizonte, MG, Brasil",FLAVIO HENRIQUE DE ARAUJO 03200456680,TOP SALGADOS
303315,5611201.0,10-06-2021,NÃO,"Rua MARIA AMELIA PIMENTA, 100, TEIXEIRA DIAS, Belo Horizonte, MG, Brasil",42.275.964 JANAINA CARVALHO MARTINS SANTOS,RESTAURANTE DU MATTO
303333,5611201.0,10-06-2021,SIM,"Avenida PORTUGAL, 4325, ITAPOA, Belo Horizonte, MG, Brasil",BAR & RESTAURANTE SEU BRAZ LTDA,LARI RESTAURANTE E LANCHONETE
303646,5611201.0,14-06-2021,NÃO,"Rua SAO GONCALO, 1345, NOVA FLORESTA, Belo Horizonte, MG, Brasil",42.308.649 MARILZA TEIXEIRA DE AGUILAR,MARILZA JOIAS
303956,5611201.0,15-06-2021,NÃO,"Rua DARIO GONCALVES, 354, FLORAMAR, Belo Horizonte, MG, Brasil",ICARO LUCIANO PONTES 00237919699,MESTRE DO SABOR FLORAMAR
304280,5611201.0,18-06-2021,SIM,"Rua SERGIPE, 212, BOA VIAGEM, Belo Horizonte, MG, Brasil",RESTAURANTE ABENCOADO SABOR LTDA,ABENCOADO SABOR
304284,5611201.0,18-06-2021,NÃO,"Rua SAO PAULO, 2632, LOURDES, Belo Horizonte, MG, Brasil",COZINHA LOURDES LTDA,BAR DE LOURDES
300186,5611201.0,17-05-2021,SIM,"Rua GRAO MOGOL, 99, CARMO, Belo Horizonte, MG, Brasil",MEP COMERCIO EVENTOS E PROMOCOES LTDA,MAYU
300496,5611201.0,19-05-2021,NÃO,"Avenida RAJA GABAGLIA, 1015, LUXEMBURGO, Belo Horizonte, MG, Brasil",PIMENTA & ALMEIDA RESTAURANTE LTDA,RESTAURANTE D'LOURDES
301132,5611201.0,24-05-2021,NÃO,"Rua VEREADOR ANTONIO MENEZES, 81, VILA INDEPENDENCIA I, Belo Horizonte, MG, Brasil",LEIRA LEIDES DA SILVEIRA 11009018680,ESPETINHO E HOT DOG DOS AMIGOS
301445,5611201.0,26-05-2021,NÃO,"Rua CONTAGEM, 1889, SANTA INES, Belo Horizonte, MG, Brasil",ACACIO DA GUARDA FAGUNDES 17756583841,SALSA
301768,5611201.0,27-05-2021,SIM,"Rua NAIR PENTAGNA GUIMARAES, 25, SAO BERNARDO, Belo Horizonte, MG, Brasil",VIRGILIO ANTONIO BISPO 12917498617,BROTHER'S HAMBURGUERIA ARTESANAL
300520,5611201.0,19-05-2021,SIM,"Avenida BARAO HOMEM DE MELO, 4414, ESTORIL, Belo Horizonte, MG, Brasil",COMERCIAL LORY E LINDINHA LTDA,Estabelecimento sem nome
302418,5611201.0,02-06-2021,NÃO,"Rua MACHADO, 36, COLEGIO BATISTA, Belo Horizonte, MG, Brasil",42.187.346 KLEITON ROBERTO DA COSTA,FRANGOU FRITS
303042,5611201.0,09-06-2021,NÃO,"Rua CARLOS SCHETTINO, 429, NOVA GAMELEIRA, Belo Horizonte, MG, Brasil",PARADA DU FRANGO ASSADO E MARMITARIA LTDA,PARADA DU FRANGO ASSADO E MARMITARIA
304645,5611201.0,21-06-2021,NÃO,"Rua CIRANDINHA, 70, FLORAMAR, Belo Horizonte, MG, Brasil",RODRIGO MARCOS DE ARAUJO 04242614640,RAFA'S GOURMET
304647,5611201.0,21-06-2021,NÃO,"Rua QUINANTE, 266, PARQUE SAO PEDRO, Belo Horizonte, MG, Brasil",CLAUDETE EMIDIO DA ROCHA SALES 03970955629,LUZITANA LANCHES
300534,5611201.0,19-05-2021,SIM,"Avenida FLEMING, 510, OURO PRETO, Belo Horizonte, MG, Brasil",GPBONDAN CAFETERIAS LTDA,Estabelecimento sem nome
301157,5611201.0,24-05-2021,NÃO,"Rua ALEIXO LOURENCO DE GOUVEIA, 545, CARDOSO, Belo Horizonte, MG, Brasil",DIOGO WESLEY VENTURA SILVA 12721985612,SABORES DA ANNY
303386,5611201.0,10-06-2021,SIM,"Avenida DOM JOSE GASPAR, 805, CORACAO EUCARISTICO, Belo Horizonte, MG, Brasil",COREU FOOD DRINK LTDA,COREU FOOD DRINK
303697,5611201.0,14-06-2021,NÃO,"Rua AUGUSTO DOS ANJOS, 504, RIO BRANCO, Belo Horizonte, MG, Brasil",ELISANGELA APARECIDA MAINART 98846876687,RESENHA FEIJU
304343,5611201.0,17-06-2021,NÃO,"Rua DAS PERPETUAS, 1001, LINDEIA, Belo Horizonte, MG, Brasil",42.367.980 LUDMILA MARIANO SANTOS,LUD BURGER
304959,5611201.0,22-06-2021,SIM,"Rua CONTAGEM, 1225, SANTA INES, Belo Horizonte, MG, Brasil",RICARDO LUIZ PEREIRA DE OLIVEIRA,Estabelecimento sem nome
300860,5611201.0,21-05-2021,SIM,"Rua ANTONIO DE ALBUQUERQUE, 485, SAVASSI, Belo Horizonte, MG, Brasil",PR WAFFLE E CAFE LTDA,THE WAFFLE KING
300868,5611201.0,21-05-2021,SIM,"Rua GRAO PARA, 32, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",RESTAURANTE & HAPPY HOUR LTDA,SOARES RESTAURANTE & HAPPY HOUR
301191,5611201.0,24-05-2021,NÃO,"Rua PURUS, 380, CONCORDIA, Belo Horizonte, MG, Brasil",PEDRO HENRIQUE SANTO CAMILO 13490246608,HOTDOGZANETTI
302455,5611201.0,02-06-2021,NÃO,"Rua JOSE PEDRO DE BRITO, 225, SANTA RITA, Belo Horizonte, MG, Brasil",CLARICE ATAIDES COSTA 15126427628,TREM DO LANCHE
302461,5611201.0,03-06-2021,NÃO,"Avenida OTACILIO NEGRAO DE LIMA, 4220, BANDEIRANTES, Belo Horizonte, MG, Brasil",HEROIS BUFFET E RESTAURANTE PAMPULHA LTDA,Estabelecimento sem nome
303080,5611201.0,09-06-2021,SIM,"Rua CAPITAO EDUARDO, 35, MONTE AZUL, Belo Horizonte, MG, Brasil",MICHELLE DE SOUZA SANTOS 01269898698,MOINHO DA PEDRA
303400,5611201.0,11-06-2021,NÃO,"Rua ANTONIO TEIXEIRA DIAS, 2056, TEIXEIRA DIAS, Belo Horizonte, MG, Brasil",GERALDA ADELMA PEREIRA DE SOUSA 84322055672,BAR E RESTAURANTE DA NINA
303412,5611201.0,11-06-2021,SIM,"Rua DAS CANARIAS, 254, SANTA BRANCA, Belo Horizonte, MG, Brasil",RENATA JULIANA JESUS GARCIA DE CARVALHO,Estabelecimento sem nome
303714,5611201.0,14-06-2021,NÃO,"Rua MARIA MADALENA ESTEVES, 17, MINASLANDIA, Belo Horizonte, MG, Brasil",CAROLINA SOUSA MARQUES 09008838630,MARQUES FOOD
304961,5611201.0,22-06-2021,NÃO,"Rua DO PATRIARCA, 1045, IPIRANGA, Belo Horizonte, MG, Brasil",WILLIAM DOUGLAS DE LIMA 06346158660,RAM'MIS DELIVERY
304972,5611201.0,22-06-2021,SIM,"Rua MARGARIDA ASSIS FONSECA, 7, CALIFORNIA, Belo Horizonte, MG, Brasil",CANTINA E DISTRIBUIDORA DE BEBIDAS LUCAS VIEIRA LTDA,Estabelecimento sem nome
300266,5611201.0,17-05-2021,NÃO,"Rua VILA RICA, 768, PADRE EUSTAQUIO, Belo Horizonte, MG, Brasil",DENISE MARCIA DE SOUZA 48057614668,Estabelecimento sem nome
301521,5611201.0,26-05-2021,NÃO,"Rua OSASCO, 80, PIRATININGA, Belo Horizonte, MG, Brasil",MARIA BEATRIZ DA CRUZ 02003867600,DELICIAS DA SOSSO
301841,5611201.0,28-05-2021,NÃO,"Rua CUIABA, 302, PRADO, Belo Horizonte, MG, Brasil",JOSE EUGENIO DA SILVA JUNIOR 85502243672,LATORTERIA
302484,5611201.0,03-06-2021,NÃO,"Rua DIMAS LOURENCO LUCINDO, 41, JARDIM FELICIDADE, Belo Horizonte, MG, Brasil",FLAVIO LUIZ DOS SANTOS 05321024600,PEDEAE
303101,5611201.0,09-06-2021,NÃO,"Rua CASTELO DE LISBOA, 561, CASTELO, Belo Horizonte, MG, Brasil",JUVENINHA RESTAURANTE LTDA,JUVENINHA RESTAURANTE
303421,5611201.0,11-06-2021,NÃO,"Rua CECILIA MAGALHAES GOMES, 555, CONFISCO, Belo Horizonte, MG, Brasil",INGRED ALMEIDA CAMILLO 11127973606,INGRED CAMILLO
304056,5611201.0,16-06-2021,NÃO,"Avenida DOM PEDRO I, 3012, PLANALTO, Belo Horizonte, MG, Brasil",VILSON CHAVES DA CRUZ 87231743668,Estabelecimento sem nome
304373,5611201.0,17-06-2021,SIM,"Avenida HENFIL, 560, SANTA TEREZINHA, Belo Horizonte, MG, Brasil",E R CAVALCANTE - EVENTOS,DELTON FESTAS
300275,5611201.0,17-05-2021,NÃO,"Rua ADERBAL RODRIGUES VAZ, 116, LINDEIA, Belo Horizonte, MG, Brasil",DAVYDSON HENRIQUE VIEIRA BARBOSA 12659463611,PIPEIROS LANCHES
301226,5611201.0,24-05-2021,SIM,"Rua JOAO LIRIO DOS SANTOS, 434, SAO JOAO BATISTA, Belo Horizonte, MG, Brasil",RENER OLIVEIRA FERREIRA 11177360675,ACAI
301854,5611201.0,28-05-2021,NÃO,"Rua RENASCER, 5, CONJUNTO PAULO VI, Belo Horizonte, MG, Brasil",LUCIA DA PIEDADE GOMES CARVALHO CAMINHAS 55704875653,LJ MARMITEX
301869,5611201.0,28-05-2021,NÃO,"Rua TEBAS, 954, ALTO VERA CRUZ, Belo Horizonte, MG, Brasil",FABIANA MARCELINA DE SOUSA 07092198658,CANTINA DA FABI
302173,5611201.0,01-06-2021,NÃO,"Rua SILVIO GIUSEPE ROSSO, 35, NOVO SANTA CECILIA, Belo Horizonte, MG, Brasil",LUIZ GUSTAVO COUTINHO SOUZA 12495944647,SOUZA'S GOURMET
304074,5611201.0,16-06-2021,SIM,"Rua CABO JORGE SOUZA, 113, JARDIM VITORIA, Belo Horizonte, MG, Brasil",SOTTILE PIZZERIA LTDA,SOTTILE PIZZERIA
304402,5611201.0,17-06-2021,NÃO,"Rua TATUAPE, 102, MARIA HELENA, Belo Horizonte, MG, Brasil",LUCAS EDGAR GOMES RAMOS 09889323699,RESTAURANTE ENGENZINHO
300933,5611201.0,21-05-2021,SIM,"Rua BERNARDO GUIMARAES, 3126, BARRO PRETO, Belo Horizonte, MG, Brasil",CANTINA DA LU RESTAURANTE LTDA,Estabelecimento sem nome
300938,5611201.0,21-05-2021,SIM,"Rua MINISTRO OLIVEIRA SALAZAR, 1401, SANTA MONICA, Belo Horizonte, MG, Brasil",DENILSON BARBOSA COELHO,BOUTIQUIN DO DE&DE
301557,5611201.0,26-05-2021,NÃO,"Avenida PERIMETRAL, 1177, VILA PINHO, Belo Horizonte, MG, Brasil",GIZELE GOMES SOBREIRA 11237720613,LANCHES BURGUER
302835,5611201.0,07-06-2021,NÃO,"Rua RIBEIRAO VERMELHO, 77, PIRATININGA, Belo Horizonte, MG, Brasil",THAIS DOS SANTOS MEDEIROS 16718107670,DELICIAS DA TATA
303147,5611201.0,09-06-2021,NÃO,"Rua SETE DE SETEMBRO, 355, CABANA DO PAI TOMAS, Belo Horizonte, MG, Brasil",SANDRO FERREIRA RODRIGUES 00532561660,FRANGO DO PAIZAO
303777,5611201.0,14-06-2021,NÃO,"Rua CUCO, 22, SAO BENEDITO, Belo Horizonte, MG, Brasil",ELAINE CRISTINA ALVES LOPES 07019502695,ELAINE LOPES
303779,5611201.0,14-06-2021,NÃO,"Rua MINISTRO OLIVEIRA SALAZAR, 260, SANTA MONICA, Belo Horizonte, MG, Brasil",UIARA DE SOUZA PINTO BARBOSA 06785511623,MARRETA BURGUER
304416,5611201.0,17-06-2021,NÃO,"Rua ITAUNENSE, 95, CAMARGOS, Belo Horizonte, MG, Brasil",MARCINHA CECILIA SOARES DA CRUZ 75263289634,CRUZ BURGER
7024,5611201.0,26-04-1996,SIM,"Avenida DO CONTORNO, 9725, PRADO, Belo Horizonte, MG, Brasil",SABOR A MI LTDA,Estabelecimento sem nome
7034,5611201.0,01-09-1998,NÃO,"Rua RIO GRANDE DO NORTE, 1470, SAVASSI, Belo Horizonte, MG, Brasil",RIBALTA LTDA,CRYSTAL NIGHT CLUB
6698,5611201.0,17-12-1997,SIM,"Rua TOME DE SOUZA, 1331, SAVASSI, Belo Horizonte, MG, Brasil",AMICI MIEI LTDA,AMICI MIEI
6749,5611201.0,01-05-1998,SIM,"Rua TEOFILO OTONI, 74, CARLOS PRATES, Belo Horizonte, MG, Brasil",BAR CANTINHO DO GORDO LTDA,BAR CANTINHO DO GORDO
7789,5611201.0,06-03-1996,SIM,"Avenida OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",LIH COMERCIO E ALIMENTOS LTDA,PEQUIM 2000
7121,5611201.0,16-08-1996,SIM,"Rua SERGIPE, 129, BOA VIAGEM, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE TONEL DA PINGA LTDA,BAR E REST. TONEL DA PINGA
7132,5611201.0,01-07-1995,SIM,"Rua DOS TIMBIRAS, 2967, BARRO PRETO, Belo Horizonte, MG, Brasil",TELMA APARECIDA MARTINS RIBEIRO,Estabelecimento sem nome
6777,5611201.0,01-11-1997,SIM,"Rua FREI LEOPOLDO, 8, SAO LUIZ, Belo Horizonte, MG, Brasil",LANCHONETE SABOR DE LIMA LTDA,LANCHONETE SABOR DE LIMA LTDA
6785,5611201.0,09-02-2024,SIM,"Rua ANTONIO DE ALBUQUERQUE, 892, SAVASSI, Belo Horizonte, MG, Brasil","DISTRIBUIDORA VILLELA COMERCIO, IMPORTACAO, EXPORTACAO E REPRESENTACAO LTDA",SOUL DE QUEIJO
6861,5611201.0,01-04-1998,SIM,"Avenida CRISTIANO MACHADO, 1300, SAGRADA FAMILIA, Belo Horizonte, MG, Brasil",MOMO CONFEITARIA LTDA,Estabelecimento sem nome
6902,5611201.0,30-11-1996,NÃO,"Avenida PETROLINA, 910, SAGRADA FAMILIA, Belo Horizonte, MG, Brasil",RESTAURANTE E BAR RECANTO VERDE LTDA,RECANTO VERDE
6921,5611201.0,10-12-1998,SIM,"Rua GOIAS, 286, BOA VIAGEM, Belo Horizonte, MG, Brasil",COMERCIAL BRUFER FERREIRA LTDA,Estabelecimento sem nome
6928,5611201.0,16-11-1995,SIM,"Rua PIUM I, 1037, ANCHIETA, Belo Horizonte, MG, Brasil",ALGUIDARES BAR E RESTAURANTE LTDA,Estabelecimento sem nome
